"filename","relative_path","system_id","status","pass_k2_struct","pass_k3_rules","pass_k4_meanings","pass_notes"
"The Quantum Human -- Karen Curry Parker -- 2021 -- Human Design Press -- fc6bf768a95fdbeb3e45b8c42901a824 -- Anna’s Archive.pdf","other_hd/The Quantum Human -- Karen Curry Parker -- 2021 -- Human Design Press -- fc6bf768a95fdbeb3e45b8c42901a824 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Understanding Human Design _ The New Science of Astrology_ -- Karen Curry Parker -- Red Wheel_Weiser, LLC, [San Antonio, TX], 2013 -- Hierophant -- isbn13 9781461937036 -- 5675858164d1a9e48fe49f68430fef62 -- Anna’s Arch.epub","other_hd/Understanding Human Design _ The New Science of Astrology_ -- Karen Curry Parker -- Red Wheel_Weiser, LLC, [San Antonio, TX], 2013 -- Hierophant -- isbn13 9781461937036 -- 5675858164d1a9e48fe49f68430fef62 -- Anna’s Arch.epub","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Understanding the Centers in Human Design_ The Facilitator's -- Robin Winn -- 2021 -- Difference Press -- a6cfe81a6b3b46e91737d7a7580d7179 -- Anna’s Archive.pdf","other_hd/Understanding the Centers in Human Design_ The Facilitator's -- Robin Winn -- 2021 -- Difference Press -- a6cfe81a6b3b46e91737d7a7580d7179 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Understanding the profiles in human design 3 3 -- Robin Winn MFT -- 3, 2022 -- Independently Published -- isbn13 9788443150797 -- b55f87117500f0f1992c87a3b6f9517e -- Anna’s Archive.pdf","other_hd/Understanding the profiles in human design 3 3 -- Robin Winn MFT -- 3, 2022 -- Independently Published -- isbn13 9788443150797 -- b55f87117500f0f1992c87a3b6f9517e -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Understanding Your Clients through Human Design_ The -- Robin Winn -- Washington, DC, 2020 -- Difference Press -- isbn13 9781683092742 -- b4ac5db984c548915998fd96f39f8e27 -- Anna’s Archive.pdf","other_hd/Understanding Your Clients through Human Design_ The -- Robin Winn -- Washington, DC, 2020 -- Difference Press -- isbn13 9781683092742 -- b4ac5db984c548915998fd96f39f8e27 -- Anna’s Archive.pdf","hd","ok","optional","yes","yes","Nicht-Ra: K3/K4 priorisieren."
"Agnivesa's Caraka Samhita -- Volume 1, -- 1af09d91650870e127cab62d39a79858 -- Anna’s Archive.pdf","pancha_bhuta/Agnivesa's Caraka Samhita -- Volume 1, -- 1af09d91650870e127cab62d39a79858 -- Anna’s Archive.pdf","pancha_bhuta","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Samkhya Karika Of Isvara Krsna -- Tattva Kaumudi -- 1995 -- Sri Ramakrishna Math -- bcdd18a9b20ad1ca802ff8368ccbb592 -- Anna’s Archive.pdf","pancha_bhuta/Samkhya Karika Of Isvara Krsna -- Tattva Kaumudi -- 1995 -- Sri Ramakrishna Math -- bcdd18a9b20ad1ca802ff8368ccbb592 -- Anna’s Archive.pdf","pancha_bhuta","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Motilal Banarsidass Publishers Pvt_ Ltd_ Ayurvedic -- Frawley, David -- Reprint, Delhi, 2016, ©2005 -- Motilal Banarsidass, -- isbn13 9788120831346 -- f12b0e26a6571af967c8fdfd68b25de2 -- Anna’s Archive.pdf","pancha_bhuta/K3+K4/Motilal Banarsidass Publishers Pvt_ Ltd_ Ayurvedic -- Frawley, David -- Reprint, Delhi, 2016, ©2005 -- Motilal Banarsidass, -- isbn13 9788120831346 -- f12b0e26a6571af967c8fdfd68b25de2 -- Anna’s Archive.pdf","pancha_bhuta","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Textbook of Ayurveda_ A history and philosophy of Ayurveda 1 -- Vasant Dattatray Lad; Glen Crowther; Yvonne Wylie Walston -- Albuquerque, N_M, -- isbn13 9781883725075 -- 7f9a22134bea8c6ad1dcaf2f63f7ef32 -- Anna’s Archive.pdf","pancha_bhuta/K3+K4/Textbook of Ayurveda_ A history and philosophy of Ayurveda 1 -- Vasant Dattatray Lad; Glen Crowther; Yvonne Wylie Walston -- Albuquerque, N_M, -- isbn13 9781883725075 -- 7f9a22134bea8c6ad1dcaf2f63f7ef32 -- Anna’s Archive.pdf","pancha_bhuta","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Sushruta samhita _ an English translation _ based on -- Kaviraj Kunjalal Bhishagratna -- New Delhi, 2006 -- Cosmo (Publications,India) -- isbn13 9788130702773 -- 6d7c8a8610d3a4f0c4556cc6a3d08bc1 -- Anna’s Archive.pdf","pancha_bhuta/K3+K4/The Sushruta samhita _ an English translation _ based on -- Kaviraj Kunjalal Bhishagratna -- New Delhi, 2006 -- Cosmo (Publications,India) -- isbn13 9788130702773 -- 6d7c8a8610d3a4f0c4556cc6a3d08bc1 -- Anna’s Archive.pdf","pancha_bhuta","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Sushruta samhita _ an English translation _ based on -- Kaviraj Kunjalal Bhishagratna -- New Delhi, 2006 -- Cosmo (Publications,India) -- isbn13 9788130702773 -- 6d7c8a8610d3a4f0c4556cc6a3d08bc1 -- Anna’s Archive.pdf","pancha_bhuta/P3/The Sushruta samhita _ an English translation _ based on -- Kaviraj Kunjalal Bhishagratna -- New Delhi, 2006 -- Cosmo (Publications,India) -- isbn13 9788130702773 -- 6d7c8a8610d3a4f0c4556cc6a3d08bc1 -- Anna’s Archive.pdf","pancha_bhuta","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Dorotheus, Orpheus, Anubio & Pseudo-Valens_ Teachings on -- Dorotheus, Orpheus, Anubio & Pseudo-Valens, Robert Hand -- 1995 -- 2034771d5968de8d5a332bb062c9be3a -- Anna’s Archive.pdf","western_elements/Dorotheus, Orpheus, Anubio & Pseudo-Valens_ Teachings on -- Dorotheus, Orpheus, Anubio & Pseudo-Valens, Robert Hand -- 1995 -- 2034771d5968de8d5a332bb062c9be3a -- Anna’s Archive.pdf","western_elements","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"On Generation and Corruption -- Aristotle -- 2018 -- a6b435d0057415b13844215239c63e30 -- Anna’s Archive.pdf","western_elements/On Generation and Corruption -- Aristotle -- 2018 -- a6b435d0057415b13844215239c63e30 -- Anna’s Archive.pdf","western_elements","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Fragments Of Empedocles_ Translated Into English Verse -- Empedocles, Leonard, William Ellery, 1876-1944 -- Open Court paperbacks, LaSalle, Ill, -- isbn13 9780875483016 -- a427087e4caa49ddd795a94abe159f04 -- Anna’s Archive.pdf","western_elements/The Fragments Of Empedocles_ Translated Into English Verse -- Empedocles, Leonard, William Ellery, 1876-1944 -- Open Court paperbacks, LaSalle, Ill, -- isbn13 9780875483016 -- a427087e4caa49ddd795a94abe159f04 -- Anna’s Archive.pdf","western_elements","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Chinese medicine_ the web that has no weaver -- Ted J_ Kaptchuk -- London, England, 1985 -- Rider; Ebury Publishing -- isbn13 9780712611725 -- 34a8278b13ae7a9fd227ab755255111b -- Anna’s Archive.pdf","wu_xing/Chinese medicine_ the web that has no weaver -- Ted J_ Kaptchuk -- London, England, 1985 -- Rider; Ebury Publishing -- isbn13 9780712611725 -- 34a8278b13ae7a9fd227ab755255111b -- Anna’s Archive.pdf","wu_xing","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Foundations of Chinese Medicine_ A Comprehensive Text, -- Giovanni Maciocia CAc(Nanjing) -- Array, 2015 -- Churchill Livingstone;Elsevier -- isbn13 9780702052163 -- 9688865156ec36607fbe2bfdf507b8c8 -- Anna’s Archive.pdf","wu_xing/The Foundations of Chinese Medicine_ A Comprehensive Text, -- Giovanni Maciocia CAc(Nanjing) -- Array, 2015 -- Churchill Livingstone;Elsevier -- isbn13 9780702052163 -- 9688865156ec36607fbe2bfdf507b8c8 -- Anna’s Archive.pdf","wu_xing","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"The Yellow Emperor’s Classic of Medicine — Essential -- Jinghua Fu && Mingshan Yang -- 2019 -- dacb65ae6ac7797e69211fb3618436d0 -- Anna’s Archive.pdf","wu_xing/The Yellow Emperor’s Classic of Medicine — Essential -- Jinghua Fu && Mingshan Yang -- 2019 -- dacb65ae6ac7797e69211fb3618436d0 -- Anna’s Archive.pdf","wu_xing","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
"Zang fu 脏腑 the organ systems of traditional Chinese medicine -- Jeremy Ross -- 2, 1998 -- Churchill living stone -- 86c4e4ccb45fa58d3800fae08583cb81 -- Anna’s Archive.pdf","wu_xing/Zang fu 脏腑 the organ systems of traditional Chinese medicine -- Jeremy Ross -- 2, 1998 -- Churchill living stone -- 86c4e4ccb45fa58d3800fae08583cb81 -- Anna’s Archive.pdf","wu_xing","ok","yes","yes","optional","K2+K3 priorisieren; K4 optional."
